 #calculated the component:  1  2  3
 #tolerence:    2.000000E-03
 #broadening:    2.000000E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    4.062113E+01eV    1.492799E+00Ha
 # Energy      Tot-Im Chi(-2w,w,w)  Tot-Im Chi(-2w,w,w)
 # eV          *10^-7 esu        *10^-12 m/V SI units
 #
       0.726544   1.928736E+00   8.079070E+01
       0.734707   1.954477E+00   8.186894E+01
       0.742871   1.981029E+00   8.298117E+01
       0.751034   2.008407E+00   8.412797E+01
       0.759198   2.036606E+00   8.530916E+01
       0.767361   2.065592E+00   8.652330E+01
       0.775524   2.095281E+00   8.776693E+01
       0.783688   2.125518E+00   8.903351E+01
       0.791851   2.156042E+00   9.031207E+01
       0.800015   2.186447E+00   9.158569E+01
       0.808178   2.216167E+00   9.283060E+01
       0.816342   2.244503E+00   9.401753E+01
       0.824505   2.270776E+00   9.511806E+01
       0.832668   2.294655E+00   9.611829E+01
       0.840832   2.316583E+00   9.703682E+01
       0.848995   2.338020E+00   9.793473E+01
       0.857159   2.361113E+00   9.890208E+01
       0.865322   2.387866E+00   1.000227E+02
       0.873485   2.419359E+00   1.013419E+02
       0.881649   2.455557E+00   1.028581E+02
       0.889812   2.495609E+00   1.045358E+02
       0.897976   2.538274E+00   1.063230E+02
       0.906139   2.582231E+00   1.081643E+02
       0.914302   2.626181E+00   1.100052E+02
       0.922466   2.668724E+00   1.117872E+02
       0.930629   2.707988E+00   1.134319E+02
       0.938793   2.741151E+00   1.148211E+02
       0.946956   2.764186E+00   1.157860E+02
       0.955120   2.772195E+00   1.161214E+02
       0.963283   2.760671E+00   1.156387E+02
       0.971446   2.727721E+00   1.142585E+02
       0.979610   2.676457E+00   1.121112E+02
       0.987773   2.615663E+00   1.095646E+02
       0.995937   2.557242E+00   1.071175E+02
       1.004100   2.511557E+00   1.052039E+02
       1.012263   2.484028E+00   1.040507E+02
       1.020427   2.475171E+00   1.036797E+02
       1.028590   2.483023E+00   1.040086E+02
       1.036754   2.505360E+00   1.049443E+02
       1.044917   2.540298E+00   1.064077E+02
       1.053081   2.585837E+00   1.083153E+02
       1.061244   2.639541E+00   1.105648E+02
       1.069407   2.698745E+00   1.130448E+02
       1.077571   2.760954E+00   1.156506E+02
       1.085734   2.824147E+00   1.182976E+02
       1.093898   2.886884E+00   1.209255E+02
       1.102061   2.947984E+00   1.234849E+02
       1.110224   3.005583E+00   1.258976E+02
       1.118388   3.055960E+00   1.280077E+02
       1.126551   3.093016E+00   1.295600E+02
       1.134715   3.109129E+00   1.302349E+02
       1.142878   3.097602E+00   1.297521E+02
       1.151042   3.056270E+00   1.280207E+02
       1.159205   2.990506E+00   1.252660E+02
       1.167368   2.913053E+00   1.220217E+02
       1.175532   2.839833E+00   1.189547E+02
       1.183695   2.784464E+00   1.166354E+02
       1.191859   2.754841E+00   1.153945E+02
       1.200022   2.752524E+00   1.152974E+02
       1.208185   2.774000E+00   1.161970E+02
       1.216349   2.813052E+00   1.178328E+02
       1.224512   2.863535E+00   1.199475E+02
       1.232676   2.921540E+00   1.223772E+02
       1.240839   2.986005E+00   1.250775E+02
       1.249003   3.057668E+00   1.280793E+02
       1.257166   3.137261E+00   1.314133E+02
       1.265329   3.223954E+00   1.350447E+02
       1.273493   3.314537E+00   1.388390E+02
       1.281656   3.403357E+00   1.425595E+02
       1.289820   3.482697E+00   1.458829E+02
       1.297983   3.543301E+00   1.484214E+02
       1.306146   3.575327E+00   1.497629E+02
       1.314310   3.570703E+00   1.495693E+02
       1.322473   3.527348E+00   1.477532E+02
       1.330637   3.453392E+00   1.446554E+02
       1.338800   3.367304E+00   1.410493E+02
       1.346963   3.291616E+00   1.378789E+02
       1.355127   3.243958E+00   1.358826E+02
       1.363290   3.231991E+00   1.353813E+02
       1.371454   3.254386E+00   1.363194E+02
       1.379617   3.304536E+00   1.384201E+02
       1.387781   3.373504E+00   1.413090E+02
       1.395944   3.451487E+00   1.445756E+02
       1.404107   3.528666E+00   1.478084E+02
       1.412271   3.596246E+00   1.506392E+02
       1.420434   3.647819E+00   1.527995E+02
       1.428598   3.680502E+00   1.541685E+02
       1.436761   3.695055E+00   1.547781E+02
       1.444924   3.694898E+00   1.547715E+02
       1.453088   3.684545E+00   1.543379E+02
       1.461251   3.667871E+00   1.536394E+02
       1.469415   3.646524E+00   1.527452E+02
       1.477578   3.618832E+00   1.515853E+02
       1.485742   3.579816E+00   1.499510E+02
       1.493905   3.523155E+00   1.475776E+02
       1.502068   3.445166E+00   1.443108E+02
       1.510232   3.348604E+00   1.402660E+02
       1.518395   3.242970E+00   1.358412E+02
       1.526559   3.140451E+00   1.315469E+02
       1.534722   3.050668E+00   1.277861E+02
       1.542885   2.977933E+00   1.247394E+02
       1.551049   2.921675E+00   1.223829E+02
       1.559212   2.878692E+00   1.205824E+02
       1.567376   2.845929E+00   1.192100E+02
       1.575539   2.822475E+00   1.182276E+02
       1.583703   2.809526E+00   1.176851E+02
       1.591866   2.808444E+00   1.176398E+02
       1.600029   2.818684E+00   1.180687E+02
       1.608193   2.837137E+00   1.188417E+02
       1.616356   2.858633E+00   1.197422E+02
       1.624520   2.876553E+00   1.204928E+02
       1.632683   2.883510E+00   1.207842E+02
       1.640846   2.873305E+00   1.203567E+02
       1.649010   2.844621E+00   1.191552E+02
       1.657173   2.804016E+00   1.174543E+02
       1.665337   2.764859E+00   1.158142E+02
       1.673500   2.742100E+00   1.148608E+02
       1.681664   2.746225E+00   1.150336E+02
       1.689827   2.780083E+00   1.164518E+02
       1.697990   2.839585E+00   1.189442E+02
       1.706154   2.916744E+00   1.221763E+02
       1.714317   3.003030E+00   1.257906E+02
       1.722481   3.091902E+00   1.295133E+02
       1.730644   3.180008E+00   1.332039E+02
       1.738807   3.267095E+00   1.368517E+02
       1.746971   3.355120E+00   1.405390E+02
       1.755134   3.447066E+00   1.443904E+02
       1.763298   3.545899E+00   1.485303E+02
       1.771461   3.653926E+00   1.530553E+02
       1.779625   3.772201E+00   1.580096E+02
       1.787788   3.899676E+00   1.633493E+02
       1.795951   4.032391E+00   1.689084E+02
       1.804115   4.162967E+00   1.743780E+02
       1.812278   4.280175E+00   1.792875E+02
       1.820442   4.368604E+00   1.829916E+02
       1.828605   4.409299E+00   1.846963E+02
       1.836768   4.382673E+00   1.835810E+02
       1.844932   4.273829E+00   1.790217E+02
       1.853095   4.078040E+00   1.708205E+02
       1.861259   3.803098E+00   1.593038E+02
       1.869422   3.467428E+00   1.452433E+02
       1.877585   3.096268E+00   1.296962E+02
       1.885749   2.718687E+00   1.138801E+02
       1.893912   2.364705E+00   9.905254E+01
       1.902076   2.059638E+00   8.627392E+01
       1.910239   1.815739E+00   7.605751E+01
       1.918403   1.625530E+00   6.809005E+01
       1.926566   1.461870E+00   6.123466E+01
       1.934729   1.286988E+00   5.390922E+01
       1.942893   1.068128E+00   4.474164E+01
       1.951056   7.929708E-01   3.321588E+01
       1.959220   4.762441E-01   1.994887E+01
       1.967383   1.520743E-01   6.370072E+00
       1.975546  -1.446736E-01  -6.060075E+00
       1.983710  -3.964578E-01  -1.660679E+01
       1.991873  -6.102325E-01  -2.556136E+01
       2.000037  -8.119348E-01  -3.401025E+01
       2.008200  -1.032633E+00  -4.325483E+01
       2.016364  -1.293861E+00  -5.419712E+01
       2.024527  -1.600629E+00  -6.704698E+01
       2.032690  -1.945107E+00  -8.147646E+01
       2.040854  -2.315427E+00  -9.698839E+01
       2.049017  -2.702124E+00  -1.131863E+02
       2.057181  -3.099753E+00  -1.298422E+02
       2.065344  -3.505814E+00  -1.468512E+02
       2.073507  -3.919749E+00  -1.641901E+02
       2.081671  -4.342470E+00  -1.818970E+02
       2.089834  -4.774965E+00  -2.000132E+02
       2.097998  -5.215684E+00  -2.184741E+02
       2.106161  -5.658761E+00  -2.370336E+02
       2.114325  -6.095534E+00  -2.553291E+02
       2.122488  -6.518728E+00  -2.730558E+02
       2.130651  -6.924715E+00  -2.900618E+02
       2.138815  -7.310905E+00  -3.062385E+02
       2.146978  -7.671855E+00  -3.213579E+02
       2.155142  -8.000053E+00  -3.351054E+02
       2.163305  -8.290889E+00  -3.472880E+02
       2.171468  -8.545075E+00  -3.579353E+02
       2.179632  -8.765342E+00  -3.671618E+02
       2.187795  -8.952053E+00  -3.749827E+02
       2.195959  -9.102981E+00  -3.813048E+02
       2.204122  -9.217462E+00  -3.861002E+02
       2.212286  -9.301692E+00  -3.896284E+02
       2.220449  -9.371642E+00  -3.925584E+02
       2.228612  -9.451109E+00  -3.958871E+02
       2.236776  -9.564612E+00  -4.006415E+02
       2.244939  -9.727923E+00  -4.074823E+02
       2.253103  -9.941203E+00  -4.164161E+02
       2.261266  -1.018880E+01  -4.267874E+02
       2.269429  -1.044599E+01  -4.375605E+02
       2.277593  -1.068955E+01  -4.477627E+02
       2.285756  -1.090730E+01  -4.568839E+02
       2.293920  -1.110162E+01  -4.650234E+02
       2.302083  -1.128421E+01  -4.726719E+02
       2.310246  -1.146531E+01  -4.802578E+02
       2.318410  -1.164483E+01  -4.877774E+02
       2.326573  -1.181208E+01  -4.947833E+02
       2.334737  -1.195361E+01  -5.007115E+02
       2.342900  -1.206200E+01  -5.052520E+02
       2.351064  -1.213843E+01  -5.084535E+02
       2.359227  -1.218814E+01  -5.105358E+02
       2.367390  -1.221435E+01  -5.116336E+02
       2.375554  -1.221575E+01  -5.116923E+02
       2.383717  -1.218866E+01  -5.105573E+02
       2.391881  -1.213155E+01  -5.081652E+02
       2.400044  -1.204955E+01  -5.047304E+02
       2.408207  -1.195643E+01  -5.008299E+02
       2.416371  -1.187236E+01  -4.973084E+02
       2.424534  -1.181728E+01  -4.950010E+02
       2.432698  -1.180323E+01  -4.944127E+02
       2.440861  -1.183066E+01  -4.955616E+02
       2.449025  -1.189040E+01  -4.980641E+02
       2.457188  -1.196892E+01  -5.013531E+02
       2.465351  -1.205313E+01  -5.048802E+02
       2.473515  -1.213295E+01  -5.082238E+02
       2.481678  -1.220132E+01  -5.110877E+02
       2.489842  -1.225294E+01  -5.132498E+02
       2.498005  -1.228371E+01  -5.145388E+02
       2.506168  -1.229118E+01  -5.148517E+02
       2.514332  -1.227533E+01  -5.141880E+02
       2.522495  -1.223896E+01  -5.126644E+02
       2.530659  -1.218633E+01  -5.104599E+02
       2.538822  -1.212023E+01  -5.076910E+02
       2.546986  -1.203945E+01  -5.043073E+02
       2.555149  -1.193912E+01  -5.001046E+02
       2.563312  -1.181355E+01  -4.948448E+02
       2.571476  -1.165922E+01  -4.883805E+02
       2.579639  -1.147596E+01  -4.807040E+02
       2.587803  -1.126675E+01  -4.719406E+02
       2.595966  -1.103779E+01  -4.623501E+02
       2.604129  -1.079966E+01  -4.523752E+02
       2.612293  -1.056828E+01  -4.426832E+02
       2.620456  -1.036338E+01  -4.341004E+02
       2.628620  -1.020412E+01  -4.274292E+02
       2.636783  -1.010379E+01  -4.232268E+02
       2.644947  -1.006526E+01  -4.216126E+02
       2.653110  -1.007738E+01  -4.221202E+02
       2.661273  -1.011401E+01  -4.236545E+02
       2.669437  -1.013802E+01  -4.246605E+02
       2.677600  -1.011044E+01  -4.235050E+02
       2.685764  -1.000040E+01  -4.188956E+02
       2.693927  -9.791163E+00  -4.101313E+02
       2.702090  -9.481186E+00  -3.971470E+02
       2.710254  -9.083021E+00  -3.804687E+02
       2.718417  -8.622433E+00  -3.611756E+02
       2.726581  -8.136521E+00  -3.408218E+02
       2.734744  -7.667260E+00  -3.211654E+02
       2.742907  -7.249057E+00  -3.036478E+02
       2.751071  -6.895788E+00  -2.888501E+02
       2.759234  -6.596579E+00  -2.763168E+02
       2.767398  -6.323563E+00  -2.648808E+02
       2.775561  -6.045576E+00  -2.532365E+02
       2.783725  -5.739393E+00  -2.404111E+02
       2.791888  -5.395137E+00  -2.259910E+02
       2.800051  -5.017345E+00  -2.101661E+02
       2.808215  -4.623170E+00  -1.936549E+02
       2.816378  -4.237245E+00  -1.774893E+02
       2.824542  -3.884072E+00  -1.626956E+02
       2.832705  -3.582033E+00  -1.500438E+02
       2.840868  -3.341862E+00  -1.399836E+02
       2.849032  -3.167590E+00  -1.326837E+02
       2.857195  -3.056611E+00  -1.280350E+02
       2.865359  -2.998628E+00  -1.256062E+02
       2.873522  -2.975740E+00  -1.246475E+02
       2.881686  -2.965507E+00  -1.242189E+02
       2.889849  -2.946958E+00  -1.234419E+02
       2.898012  -2.907486E+00  -1.217885E+02
       2.906176  -2.847407E+00  -1.192719E+02
       2.914339  -2.779526E+00  -1.164285E+02
       2.922503  -2.723516E+00  -1.140824E+02
       2.930666  -2.697515E+00  -1.129932E+02
       2.938829  -2.710869E+00  -1.135526E+02
       2.946993  -2.761787E+00  -1.156855E+02
       2.955156  -2.841080E+00  -1.190069E+02
       2.963320  -2.938676E+00  -1.230950E+02
       2.971483  -3.047233E+00  -1.276422E+02
       2.979647  -3.160295E+00  -1.323781E+02
       2.987810  -3.268141E+00  -1.368956E+02
       2.995973  -3.356755E+00  -1.406074E+02
       3.004137  -3.412228E+00  -1.429311E+02
       3.012300  -3.427635E+00  -1.435764E+02
       3.020464  -3.407049E+00  -1.427141E+02
       3.028627  -3.363612E+00  -1.408946E+02
       3.036790  -3.313044E+00  -1.387765E+02
       3.044954  -3.266991E+00  -1.368474E+02
       3.053117  -3.229654E+00  -1.352834E+02
       3.061281  -3.197793E+00  -1.339488E+02
       3.069444  -3.163212E+00  -1.325003E+02
       3.077608  -3.117403E+00  -1.305815E+02
       3.085771  -3.056363E+00  -1.280246E+02
       3.093934  -2.982059E+00  -1.249122E+02
       3.102098  -2.899737E+00  -1.214639E+02
       3.110261  -2.814141E+00  -1.178785E+02
       3.118425  -2.727482E+00  -1.142485E+02
       3.126588  -2.639425E+00  -1.105600E+02
       3.134751  -2.548639E+00  -1.067572E+02
       3.142915  -2.455513E+00  -1.028563E+02
       3.151078  -2.364275E+00  -9.903452E+01
       3.159242  -2.282178E+00  -9.559566E+01
       3.167405  -2.215991E+00  -9.282320E+01
       3.175568  -2.168936E+00  -9.085218E+01
       3.183732  -2.140272E+00  -8.965152E+01
       3.191895  -2.126563E+00  -8.907726E+01
       3.200059  -2.123081E+00  -8.893140E+01
       3.208222  -2.125086E+00  -8.901538E+01
       3.216386  -2.129027E+00  -8.918047E+01
       3.224549  -2.132928E+00  -8.934390E+01
       3.232712  -2.135102E+00  -8.943492E+01
       3.240876  -2.131950E+00  -8.930290E+01
       3.249039  -2.117237E+00  -8.868664E+01
       3.257203  -2.084210E+00  -8.730320E+01
       3.265366  -2.028914E+00  -8.498693E+01
       3.273529  -1.951478E+00  -8.174332E+01
       3.281693  -1.854429E+00  -7.767814E+01
       3.289856  -1.740137E+00  -7.289071E+01
       3.298020  -1.609442E+00  -6.741613E+01
       3.306183  -1.461641E+00  -6.122508E+01
       3.314347  -1.295463E+00  -5.426423E+01
       3.322510  -1.111188E+00  -4.654532E+01
       3.330673  -9.138373E-01  -3.827873E+01
       3.338837  -7.152320E-01  -2.995957E+01
       3.347000  -5.323756E-01  -2.230010E+01
       3.355164  -3.832957E-01  -1.605545E+01
       3.363327  -2.834401E-01  -1.187271E+01
       3.371490  -2.430258E-01  -1.017984E+01
       3.379654  -2.641573E-01  -1.106500E+01
       3.387817  -3.387921E-01  -1.419129E+01
       3.395981  -4.499853E-01  -1.884894E+01
       3.404144  -5.767921E-01  -2.416061E+01
       3.412308  -7.003170E-01  -2.933481E+01
       3.420471  -8.073634E-01  -3.381876E+01
       3.428634  -8.901065E-01  -3.728469E+01
       3.436798  -9.437927E-01  -3.953349E+01
       3.444961  -9.654885E-01  -4.044229E+01
       3.453125  -9.543179E-01  -3.997437E+01
       3.461288  -9.117137E-01  -3.818977E+01
       3.469451  -8.411246E-01  -3.523295E+01
       3.477615  -7.473892E-01  -3.130657E+01
       3.485778  -6.355594E-01  -2.662225E+01
       3.493942  -5.096632E-01  -2.134872E+01
       3.502105  -3.726553E-01  -1.560975E+01
       3.510269  -2.273827E-01  -9.524585E+00
       3.518432  -7.746822E-02  -3.244981E+00
       3.526595   7.187895E-02   3.010859E+00
       3.534759   2.129956E-01   8.921940E+00
       3.542922   3.361342E-01   1.407996E+01
       3.551086   4.324833E-01   1.811582E+01
       3.559249   4.989523E-01   2.090007E+01
       3.567412   5.415156E-01   2.268295E+01
       3.575576   5.745010E-01   2.406464E+01
       3.583739   6.161094E-01   2.580753E+01
       3.591903   6.823987E-01   2.858425E+01
       3.600066   7.819104E-01   3.275259E+01
       3.608229   9.125775E-01   3.822596E+01
       3.616393   1.061789E+00   4.447610E+01
       3.624556   1.209527E+00   5.066455E+01
       3.632720   1.334342E+00   5.589279E+01
       3.640883   1.420951E+00   5.952065E+01
       3.649047   1.465823E+00   6.140026E+01
       3.657210   1.477560E+00   6.189190E+01
       3.665373   1.472750E+00   6.169040E+01
       3.673537   1.470411E+00   6.159242E+01
       3.681700   1.487739E+00   6.231826E+01
       3.689864   1.538444E+00   6.444217E+01
       3.698027   1.632530E+00   6.838324E+01
       3.706190   1.774562E+00   7.433268E+01
       3.714354   1.960133E+00   8.210585E+01
       3.722517   2.174680E+00   9.109276E+01
       3.730681   2.397481E+00   1.004255E+02
       3.738844   2.608418E+00   1.092612E+02
       3.747008   2.793266E+00   1.170040E+02
       3.755171   2.945186E+00   1.233676E+02
       3.763334   3.063087E+00   1.283063E+02
       3.771498   3.150099E+00   1.319510E+02
       3.779661   3.213960E+00   1.346260E+02
       3.787825   3.266678E+00   1.368343E+02
       3.795988   3.320865E+00   1.391041E+02
       3.804151   3.385359E+00   1.418056E+02
       3.812315   3.464246E+00   1.451100E+02
       3.820478   3.559264E+00   1.490901E+02
       3.828642   3.671987E+00   1.538118E+02
       3.836805   3.803447E+00   1.593184E+02
       3.844969   3.952223E+00   1.655503E+02
       3.853132   4.112638E+00   1.722698E+02
       3.861295   4.273021E+00   1.789879E+02
       3.869459   4.414405E+00   1.849102E+02
       3.877622   4.512051E+00   1.890003E+02
       3.885786   4.542095E+00   1.902588E+02
       3.893949   4.492160E+00   1.881671E+02
       3.902112   4.370930E+00   1.830891E+02
       3.910276   4.211306E+00   1.764028E+02
       3.918439   4.063651E+00   1.702178E+02
       3.926603   3.980053E+00   1.667161E+02
       3.934766   3.997541E+00   1.674486E+02
       3.942930   4.129748E+00   1.729865E+02
       3.951093   4.368344E+00   1.829808E+02
       3.959256   4.688031E+00   1.963718E+02
       3.967420   5.050694E+00   2.115630E+02
       3.975583   5.410181E+00   2.266211E+02
       3.983747   5.720055E+00   2.396011E+02
       3.991910   5.942925E+00   2.489367E+02
       4.000073   6.058049E+00   2.537590E+02
       4.008237   6.065286E+00   2.540621E+02
       4.016400   5.984999E+00   2.506991E+02
       4.024564   5.853508E+00   2.451912E+02
       4.032727   5.713599E+00   2.393307E+02
       4.040890   5.602522E+00   2.346779E+02
       4.049054   5.543825E+00   2.322192E+02
       4.057217   5.548114E+00   2.323989E+02
       4.065381   5.620181E+00   2.354176E+02
       4.073544   5.763931E+00   2.414390E+02
       4.081708   5.979285E+00   2.504597E+02
       4.089871   6.254498E+00   2.619878E+02
       4.098034   6.562363E+00   2.748836E+02
       4.106198   6.864712E+00   2.875484E+02
       4.114361   7.122955E+00   2.983656E+02
       4.122525   7.309284E+00   3.061706E+02
       4.130688   7.413474E+00   3.105349E+02
       4.138851   7.443122E+00   3.117768E+02
       4.147015   7.418621E+00   3.107505E+02
       4.155178   7.364634E+00   3.084891E+02
       4.163342   7.299470E+00   3.057595E+02
       4.171505   7.226155E+00   3.026885E+02
       4.179669   7.132026E+00   2.987456E+02
       4.187832   7.000196E+00   2.932235E+02
       4.195995   6.825366E+00   2.859002E+02
       4.204159   6.620749E+00   2.773293E+02
       4.212322   6.410937E+00   2.685407E+02
       4.220486   6.217731E+00   2.604477E+02
       4.228649   6.050449E+00   2.534406E+02
       4.236812   5.906929E+00   2.474289E+02
       4.244976   5.780427E+00   2.421300E+02
       4.253139   5.662295E+00   2.371817E+02
       4.261303   5.537404E+00   2.319503E+02
       4.269466   5.378976E+00   2.253140E+02
       4.277630   5.150893E+00   2.157601E+02
       4.285793   4.819621E+00   2.018838E+02
       4.293956   4.370255E+00   1.830608E+02
       4.302120   3.817101E+00   1.598903E+02
       4.310283   3.201584E+00   1.341076E+02
       4.318447   2.578267E+00   1.079982E+02
       4.326610   1.997375E+00   8.366585E+01
       4.334773   1.492850E+00   6.253234E+01
       4.342937   1.079610E+00   4.522258E+01
       4.351100   7.580937E-01   3.175496E+01
       4.359264   5.209868E-01   2.182305E+01
       4.367427   3.575082E-01   1.497527E+01
       4.375591   2.544072E-01   1.065658E+01
       4.383754   1.962835E-01   8.221905E+00
       4.391917   1.681502E-01   7.043461E+00
       4.400081   1.605026E-01   6.723117E+00
       4.408244   1.734026E-01   7.263470E+00
       4.416408   2.146966E-01   8.993191E+00
       4.424571   2.919620E-01   1.222967E+01
       4.432734   4.044115E-01   1.693995E+01
       4.440898   5.409088E-01   2.265754E+01
       4.449061   6.835963E-01   2.863441E+01
       4.457225   8.127805E-01   3.404567E+01
       4.465388   9.104468E-01   3.813671E+01
       4.473551   9.621319E-01   4.030169E+01
       4.481715   9.576978E-01   4.011595E+01
       4.489878   8.915765E-01   3.734627E+01
       4.498042   7.628252E-01   3.195315E+01
       4.506205   5.754667E-01   2.410509E+01
       4.514369   3.395741E-01   1.422405E+01
       4.522532   7.222341E-02   3.025287E+00
       4.530695  -2.035759E-01  -8.527367E+00
       4.538859  -4.626584E-01  -1.937979E+01
       4.547022  -6.832345E-01  -2.861926E+01
       4.555186  -8.524523E-01  -3.570744E+01
       4.563349  -9.698358E-01  -4.062439E+01
       4.571512  -1.046998E+00  -4.385656E+01
       4.579676  -1.103425E+00  -4.622015E+01
       4.587839  -1.159546E+00  -4.857096E+01
       4.596003  -1.229584E+00  -5.150471E+01
       4.604166  -1.316834E+00  -5.515939E+01
       4.612330  -1.413016E+00  -5.918826E+01
       4.620493  -1.502091E+00  -6.291942E+01
       4.628656  -1.567109E+00  -6.564291E+01
       4.636820  -1.596720E+00  -6.688326E+01
       4.644983  -1.588233E+00  -6.652774E+01
       4.653147  -1.546777E+00  -6.479124E+01
       4.661310  -1.482177E+00  -6.208528E+01
       4.669473  -1.405228E+00  -5.886205E+01
       4.677637  -1.324447E+00  -5.547829E+01
       4.685800  -1.244283E+00  -5.212042E+01
       4.693964  -1.165306E+00  -4.881221E+01
       4.702127  -1.085622E+00  -4.547444E+01
       4.710291  -1.002260E+00  -4.198258E+01
       4.718454  -9.119347E-01  -3.819903E+01
       4.726617  -8.115630E-01  -3.399467E+01
       4.734781  -6.989593E-01  -2.927794E+01
       4.742944  -5.734863E-01  -2.402214E+01
       4.751108  -4.362896E-01  -1.827526E+01
       4.759271  -2.907921E-01  -1.218067E+01
       4.767434  -1.445427E-01  -6.054591E+00
       4.775598  -1.139749E-02  -4.774170E-01
       4.783761   8.948437E-02   3.748313E+00
       4.791925   1.399512E-01   5.862264E+00
       4.800088   1.313996E-01   5.504054E+00
       4.808252   6.936504E-02   2.905556E+00
       4.816415  -2.946271E-02  -1.234131E+00
       4.824578  -1.455629E-01  -6.097323E+00
       4.832742  -2.637215E-01  -1.104674E+01
       4.840905  -3.745323E-01  -1.568837E+01
       4.849069  -4.721784E-01  -1.977856E+01
       4.857232  -5.530016E-01  -2.316408E+01
       4.865395  -6.162476E-01  -2.581332E+01
       4.873559  -6.650269E-01  -2.785658E+01
       4.881722  -7.056079E-01  -2.955643E+01
       4.889886  -7.449126E-01  -3.120283E+01
